0,1,2,3
378.6468462755336,431.9,-0.1,0.04
378.6068462755336,432.0,-0.2,0.0
378.6068462755336,432.2000000000001,-0.3,0.04
378.5668462755336,432.5,-0.4,0.0
378.5668462755336,432.9,-0.5,0.04
378.52684627553367,433.4,-0.6000000000000001,0.0
378.52684627553367,434.0,-0.7000000000000002,0.04
378.4868462755337,434.7000000000001,-0.8000000000000003,0.0
378.4868462755337,435.5,-0.8998781654038195,0.0469798993405001
378.4398663761932,436.39987816540383,-0.9993909754557844,0.0209311940893252
378.41893518210384,437.3992691408596,-1.098295354529439,0.0018368867428559
378.42742678842615,439.6939134636668,-1.2933105188801943,0.0644011424682552
378.3630256459579,440.987223982547,-1.3889400390269555,0.0659834806318072
378.29704216532616,442.3761640215739,-1.4829991842821548,0.0743678597517407
378.2226743055744,443.859163205856,-1.5752515234698186,0.0894953309151405
378.1331789746592,445.4344147293258,-1.6654628267288492,0.11129872979013
378.02188024486907,447.0998775560546,-1.7534013508860309,0.1397027584552637
377.88217748641375,448.8532789069407,-1.838838121799388,0.1746240771384462
377.7075534092753,450.6921170287401,-1.921547213327908,0.2159714057536062
377.49158200352167,452.613664242068,-2.001306022587741,0.2636456351114218
377.2279363684103,454.61497026465577,-2.077895541159527,0.3175399476685999
376.9103964207417,456.6928658058153,-2.1511006219164144,0.3775399476686
376.532856473073,458.8439664277316,-2.2207102411476995,0.443523800515241
376.0893326725578,461.0646766688793,-2.286517755658708,0.5153623812093903
375.5739702913485,463.3511944245381,-2.186517755658708,0.4753623812093902
375.0986079101391,465.5377121801968,-2.086517755658708,0.4353623812093902
374.6632455289297,467.62422993585545,-1.986517755658708,0.3953623812093901
374.26788314772034,469.6107476915142,-1.886517755658708,0.3553623812093901
373.91252076651097,471.4972654471729,-1.7865177556587075,0.3153623812093901
373.5971583853016,473.2837832028316,-1.6865177556587074,0.27536238120939
373.3217960040922,474.9703009584903,-1.5865177556587071,0.23536238120939
373.0864336228829,476.556818714149,-1.4865177556587073,0.19536238120939
372.89107124167344,478.0433364698077,-1.3865177556587072,0.15536238120939
372.735708860464,479.4298542254664,-1.286517755658707,0.11536238120939
372.6203464792546,480.7163719811251,-1.186517755658707,0.07536238120939
372.5449840980452,481.90288973678383,-1.086517755658707,0.03536238120939
372.5142593356264,483.9759252481013,-0.8865177556587069,0.03536238120939
372.4835345732076,485.6489607594186,-0.686517755658707,0.03536238120939
372.4528098107888,486.921996270736,-0.486517755658707,0.03536238120939
372.4220850483701,487.7950317820535,-0.2865177556587071,0.03536238120939
372.3867226671606,488.08154953771214,-0.3351467207541859,0.1291885024811616
372.2575341646794,488.4166962584664,-0.3837756858496648,0.2230146237529332
372.03451954092645,488.800471944316,-0.4324046509451437,0.3168407450247048
371.71767879590175,489.2328765952612,-0.4810336160406225,0.4106668662964764
371.3070119296053,489.7139102113018,-0.5296625811361014,0.504492987568248
370.80251894203707,490.24357279243793,-0.5782915462315803,0.5983191088400196
370.2041998331971,490.8218643386695,-0.6269205113270592,0.6921452301117912
369.5120546030853,491.44878484999657,-0.675549476422538,0.7859713513835628
368.72608325170177,492.1243343264191,-0.7241784415180169,0.8797974726553344
367.8462857790464,492.8485127679371,-0.7728074066134958,0.973623593927106
366.87266218511934,493.6213201745506,-0.8214363717089747,1.0674497151988775
365.8052124699204,494.4427565462596,-0.8700653368044535,1.161275836470649
364.6439366334498,495.312821883064,-0.9186943018999324,1.2551019577424207
363.38883467570736,496.2315161849639,-0.9673232669954112,1.3489280790141924
362.0399065966932,497.1988394519593,-1.01595223209089,1.442754200285964
360.5971523964072,498.2147916840502,-1.064581197186369,1.5365803215577358
359.06057207484946,499.2793728812366,-1.113210162281848,1.6304064428295075
357.4301656320199,500.39258304351847,-1.1618391273773268,1.7242325641012792
355.70593306791864,501.5544221708958,-1.2104680924728055,1.818058685373051
353.88787438254553,502.7648902633686,-1.2590970575682845,1.9118848066448224
351.9759895759007,504.0239873209369,-1.307726022663763,2.0057109279165943
349.9702786479842,505.3317133436007,-1.3563549877592418,2.099537049188366
347.8707415987958,506.6880683313599,-1.4049839528547206,2.1933631704601377
345.6773784283357,508.0930522842146,-1.3049839528547205,2.1533631704601377
343.5240152578756,509.3980362370693,-1.2049839528547204,2.1133631704601377
341.41065208741543,510.60302018992405,-1.1049839528547205,2.0733631704601376
339.33728891695534,511.7080041427788,-1.0049839528547202,2.0333631704601376
337.3039257464952,512.7129880956335,-1.0536129179501992,2.1271892917319093
335.1767364547633,513.7666010135837,-1.1022418830456782,2.221015413003681
332.9557210417596,514.8688428966293,-1.150870848141157,2.3148415342754527
330.6408795074841,516.0197137447706,-1.1994998132366357,2.4086676555472244
328.2322118519369,517.2192135580071,-1.2481287783321144,2.502493776818996
325.72971807511783,518.4673423363392,-1.2967577434275932,2.596319898090768
323.13339817702706,519.7641000797669,-1.345386708523072,2.6901460193625395
320.4432521576646,521.1094867882898,-1.3940156736185507,2.783972140634311
317.65928001703026,522.5035024619084,-1.4426446387140297,2.877798261906083
314.7814817551242,523.9461471006225,-1.4912736038095082,2.9716243831778546
311.80985737194646,525.437420704432,-1.539902568904987,3.0654505044496263
308.7444068674968,526.977323273337,-1.5885315340004658,3.159276625721398
305.58513024177546,528.5658548073375,-1.6371604990959443,3.2531027469931697
302.3320274947823,530.2030153064334,-1.6857894641914233,3.3469288682649414
298.98509862651736,531.8888047706248,-1.734418429286902,3.440754989536713
295.54434363698056,533.6232231999118,-1.7830473943823808,3.534581110808485
292.0097625261721,535.4062705942941,-1.83167635947786,3.628407232080257
288.3813552940919,537.237946953772,-1.8803053245733383,3.722233353352028
284.65912194073985,539.1182522783454,-1.928934289668817,3.8160594746238
165.47280243041178,540.2466895754291,1.9710657103311844,2.2560594746237985
163.21674295578805,538.2756238650979,2.0710657103311845,2.2160594746237985
161.0006834811643,536.2045581547667,2.171065710331185,2.1760594746237985
158.8246240065405,534.0334924444355,2.2710657103311847,2.1360594746237984
156.68856453191663,531.7624267341043,2.3710657103311847,2.0960594746237984
154.59250505729278,529.3913610237731,2.471065710331185,2.0560594746237983
152.53644558266888,526.920295313442,2.571065710331185,2.0160594746237983
150.52038610804516,524.3492296031108,2.671065710331185,1.9760594746237985
148.5443266334214,521.6781638927796,2.771065710331185,1.9360594746237985
146.60826715879762,518.9070981824484,2.871065710331185,1.8960594746237984
144.7122076841738,516.0360324721172,2.9710657103311853,1.8560594746237984
142.85614820954993,513.0649667617861,3.0710657103311854,1.816059474623798
141.04008873492603,509.9939010514548,3.171065710331185,1.776059474623798
139.26402926030232,506.82283534112366,3.271065710331185,1.736059474623798
137.52796978567858,503.5517696307925,3.3710657103311856,1.696059474623798
135.8319103110548,500.18070392046127,3.4710657103311857,1.656059474623798
134.17585083643098,496.7096382101301,3.571065710331186,1.616059474623798
132.55979136180713,493.1385724997989,3.671065710331186,1.576059474623798
130.98373188718324,489.4675067894677,3.771065710331186,1.536059474623798
129.44767241255954,485.69644107913655,3.871065710331186,1.4960594746237978
127.9516129379358,481.8253753688053,3.971065710331186,1.4560594746237978
126.49555346331204,477.85430965847416,4.071065710331186,1.4160594746237978
125.07949398868824,473.78324394814297,4.1710657103311854,1.3760594746237975
123.70343451406438,469.6121782378118,4.271065710331185,1.3360594746237977
122.3673750394405,465.3411125274806,4.171187544927365,1.3030393739642978
121.06433566547616,461.16992498255325,4.071309379523545,1.270019273304798
119.79431639217135,457.09861560302966,3.971431214119726,1.236999172645298
118.55731721952613,453.1271843889099,3.871553048715907,1.203979071985798
117.3533381475404,449.255631340194,3.771674883312088,1.1709589713262982
116.182379176214,445.48395645688186,3.671796717908269,1.1379388706667983
115.04444030554714,441.8121597389736,3.57191855250445,1.1049187700072984
113.93952153553982,438.2402411864691,3.472040387100631,1.0718986693477983
112.86762286619204,434.7682007993685,3.372162221696812,1.0388785686882986
111.82874429750382,431.3960385776717,3.272284056292993,1.0058584680287987
110.82288582947513,428.1237545213787,3.172405890889174,0.9728383673692989
109.85004746210576,424.9513486304895,3.072527725485355,0.939818266709799
108.91022919539591,421.8788209050042,2.97301491543339,0.913769561458624
107.99645963393732,418.9058059895708,2.8741105363597352,0.8946752541121548
107.10178437982518,416.0316954532111,2.776056922611421,0.8825098743041679
106.21927450552108,413.2556385305997,2.6790953720089794,0.8772395098375539
105.34203499568343,410.57654315859065,2.5834658518622184,0.8788218480011059
104.46321314768238,407.9930773067284,2.48940670660702,0.8872062271210394
103.57600692056144,405.5036706001214,2.397154367419356,0.9023336982844392
102.6736732222771,403.106516232702,2.306943064160325,0.9241370971594286
101.74953612511764,400.79957316854166,2.2190045400031435,0.9525411258245624
100.79699499929302,398.58056862853846,2.1335677690897863,0.9874624445077448
99.80953255478516,396.4470008594486,2.050858677561266,1.028809773122905
98.78072278166223,394.3961421818874,1.9681495860327456,1.0701571017380649
97.71056567992424,392.4279925958547,1.8854404945042256,1.1115044303532249
96.59906124957092,390.54255210135045,1.802731402975705,1.1528517589683849
95.44620949060254,388.73982069837473,1.720022311447185,1.1941990875835446
94.25201040301909,387.0197983869275,1.6373132199186649,1.2355464161987046
93.01646398682033,385.3824851670089,1.5546041283901446,1.2768937448138646
91.7395702420065,383.8278810386188,1.6546041283901447,1.2368937448138646
90.50267649719262,382.1732769102287,1.7546041283901448,1.1968937448138646
89.30578275237872,380.4186727818385,1.8546041283901449,1.1568937448138643
88.14888900756478,378.5640686534483,1.954604128390145,1.1168937448138645
87.03199526275102,376.6094645250581,2.054604128390145,1.0768937448138645
85.95510151793724,374.554860396668,2.154604128390145,1.0368937448138644
84.91820777312341,372.4002562682779,2.254604128390145,0.9968937448138644
83.92131402830955,370.1456521398877,2.3546041283901453,0.9568937448138644
82.96442028349566,367.7910480114976,2.4546041283901454,0.9168937448138644
82.04752653868172,365.33644388310734,2.554604128390145,0.8768937448138643
81.17063279386775,362.7818397547172,2.6546041283901456,0.8368937448138642
80.33373904905397,360.1272356263271,2.7546041283901457,0.7968937448138642
79.53684530424016,357.37263149793694,2.8546041283901458,0.7568937448138642
78.77995155942631,354.5180273695468,2.954604128390146,0.7168937448138641
78.06305781461242,351.56342324115656,3.054604128390146,0.6768937448138641
77.3861640697985,348.50881911276645,3.154604128390146,0.6368937448138641
76.74927032498454,345.3542149843763,3.254604128390146,0.596893744813864
76.15237658017077,342.09961085598616,3.354604128390146,0.556893744813864
75.59548283535696,338.745006727596,3.4546041283901463,0.516893744813864
75.07858909054312,335.2904025992058,3.5546041283901464,0.4768937448138639
74.60169534572924,331.73579847081567,3.6546041283901465,0.4368937448138639
74.16480160091533,328.08119434242553,3.7546041283901466,0.3968937448138638
73.76790785610137,324.3265902140354,3.854604128390146,0.3568937448138638
73.41101411128761,320.4719860856452,3.9546041283901463,0.3168937448138638
73.09412036647382,316.517381957255,4.054604128390147,0.2768937448138637
72.81722662165998,312.4627778288649,4.1546041283901465,0.2368937448138637
72.58033287684611,308.30817370047475,4.254604128390146,0.1968937448138637
72.38343913203221,304.0535695720846,4.354604128390146,0.1568937448138637
72.22654538721827,299.6989654436944,4.454604128390145,0.1168937448138637
72.10965164240451,295.2443613153042,4.554604128390145,0.0768937448138637
72.03275789759073,290.6897571869141,4.654604128390145,0.0368937448138637
71.99897040796304,281.2805489301338,4.854604128390144,0.0368937448138637
71.96518291833536,271.47134067335355,5.054604128390143,0.0368937448138637
71.93139542870767,261.2621324165733,5.254604128390143,0.0368937448138637
71.89760793907999,250.65292415979297,5.454604128390142,0.0368937448138637
-155.79603603064334,392.69999999999993,0.2,0.0
-155.8360360306433,392.19999999999993,0.2010956209263453,-0.0209056926535306
-155.8151303379898,391.9989043790736,0.1030420071780312,-0.0087403128455437
-155.8063900251442,391.89586237189553,0.0060804565755896,-0.0034699483789298
-155.8029200767653,391.88978191531993,-0.0895490635711715,-0.0050522865424816
-155.79786779022277,391.9793309788911,-0.1836082088263708,-0.0134366656624152
-155.78443112456034,392.1629391877174,-0.2758605480140346,-0.028564136825815
-155.75586698773452,392.4387997357314,-0.3660718512730653,-0.0503675357008045
-155.70549945203368,392.8048715870045,-0.454010375430247,-0.0787715643659382
-155.6267278876677,393.2588819624348,-0.5394471463436046,-0.1136928830491206
-155.5130350046186,393.7983291087784,-0.6221562378721248,-0.1550402116642807
-155.3579947929543,394.4204853466505,-0.7019150471319583,-0.2027144410220961
-155.15528035193222,395.1224003937824,-0.7785045657037437,-0.2566087535792744
-154.89867159835296,395.9009049594862,-0.8550940842755291,-0.3105030661364525
-154.5881685322165,396.7559990437617,-0.9316836028473146,-0.3643973786936306
-154.22377115352288,397.68768264660906,-1.0082731214191,-0.4182916912508088
-153.80547946227205,398.69595576802817,-1.0848626399908854,-0.4721860038079869
-153.33329345846403,399.7808184080191,-1.1614521585626707,-0.5260803163651651
